District,Grade,Year,Demographic Category,Demographic Variable,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
18,9,2015-16,Ethnicity,Black,157368,21845,135523,86.1,1040,376,36.2
18,9,2015-16,Ethnicity,Hispanic,20831,4239,16592,79.7,142,71,50.0
18,9,2015-16,Ethnicity,Other,3702,361,3341,90.2,25,8,32.0
18,9,2015-16,Ethnicity,White,3805,451,3354,88.1,30,12,40.0
18,9,2016-17,Ethnicity,Asian,3557,486,3071,86.3,22,10,45.5
18,9,2016-17,Ethnicity,Black,151623,20382,131241,86.6,1019,366,35.9
18,9,2016-17,Ethnicity,Hispanic,20596,4514,16082,78.1,138,76,55.1
18,9,2016-17,Ethnicity,Other,4044,444,3600,89.0,28,8,28.6
18,9,2016-17,Ethnicity,White,5677,720,4957,87.3,40,16,40.0
18,9,2017-18,Ethnicity,Asian,3728,549,3179,85.3,24,14,58.3
18,9,2017-18,Ethnicity,Black,139844,20134,119710,85.6,938,370,39.4
18,9,2017-18,Ethnicity,Hispanic,20145,3598,16547,82.1,131,60,45.8
18,9,2017-18,Ethnicity,Other,4001,504,3497,87.4,26,9,34.6
18,9,2017-18,Ethnicity,White,5189,745,4444,85.6,38,16,42.1
18,9,2018-19,Ethnicity,Asian,4891,670,4221,86.3,34,13,38.2
18,9,2018-19,Ethnicity,Black,129432,20688,108744,84.0,878,360,41.0
18,9,2018-19,Ethnicity,Hispanic,16502,3374,13128,79.6,113,64,56.6
18,9,2018-19,Ethnicity,Other,2432,407,2025,83.3,17,6,35.3
18,9,2018-19,Ethnicity,White,5526,971,4555,82.4,40,25,62.5
18,10,2013-14,Ethnicity,Asian,3248,492,2756,84.9,20,7,35.0
18,10,2013-14,Ethnicity,Black,168609,26488,142121,84.3,1118,513,45.9
18,10,2013-14,Ethnicity,Hispanic,19569,5039,14530,74.3,135,88,65.2
18,10,2013-14,Ethnicity,Other,1612,154,1458,90.4,11,4,36.4
18,10,2013-14,Ethnicity,White,2227,297,1930,86.7,16,7,43.8
18,10,2014-15,Ethnicity,Asian,2427,502,1925,79.3,16,8,50.0
18,10,2014-15,Ethnicity,Black,174797,24849,149948,85.8,1147,456,39.8
18,10,2014-15,Ethnicity,Hispanic,18698,3656,15042,80.4,129,72,55.8
18,10,2014-15,Ethnicity,Other,4329,282,4047,93.5,28,7,25.0
18,10,2014-15,Ethnicity,White,3296,643,2653,80.5,22,11,50.0
18,10,2015-16,Ethnicity,Asian,2164,169,1995,92.2,14,4,28.6
18,10,2015-16,Ethnicity,Black,173440,28068,145372,83.8,1153,489,42.4
18,10,2015-16,Ethnicity,Hispanic,19356,3893,15463,79.9,129,75,58.1
18,10,2015-16,Ethnicity,Other,2748,247,2501,91.0,18,6,33.3
18,10,2015-16,Ethnicity,White,3023,600,2423,80.2,21,11,52.4
18,10,2016-17,Ethnicity,Asian,3190,334,2856,89.5,22,8,36.4
18,10,2016-17,Ethnicity,Black,154444,24156,130288,84.4,1063,457,43.0
18,10,2016-17,Ethnicity,Hispanic,16857,3558,13299,78.9,115,63,54.8
18,10,2016-17,Ethnicity,Other,2705,317,2388,88.3,18,7,38.9
18,10,2016-17,Ethnicity,White,4730,1082,3648,77.1,34,22,64.7
18,10,2017-18,Ethnicity,Asian,3262,562,2700,82.8,22,13,59.1
18,10,2017-18,Ethnicity,Black,146670,22183,124487,84.9,995,442,44.4
18,10,2017-18,Ethnicity,Hispanic,17547,3754,13793,78.6,120,77,64.2
18,10,2017-18,Ethnicity,Other,4616,737,3879,84.0,31,15,48.4
18,10,2017-18,Ethnicity,White,6096,866,5230,85.8,41,20,48.8
18,10,2018-19,Ethnicity,Asian,3202,696,2506,78.3,22,13,59.1
18,10,2018-19,Ethnicity,Black,135570,21248,114322,84.3,924,420,45.5
18,10,2018-19,Ethnicity,Hispanic,17147,3470,13677,79.8,120,70,58.3
18,10,2018-19,Ethnicity,Other,2710,373,2337,86.2,21,10,47.6
18,10,2018-19,Ethnicity,White,5102,754,4348,85.2,33,13,39.4
18,11,2013-14,Ethnicity,Asian,2216,405,1811,81.7,14,8,57.1
18,11,2013-14,Ethnicity,Black,144765,22164,122601,84.7,936,426,45.5
18,11,2013-14,Ethnicity,Hispanic,17868,3801,14067,78.7,116,72,62.1
18,11,2013-14,Ethnicity,Other,1316,233,1083,82.3,10,6,60.0
18,11,2013-14,Ethnicity,White,1992,642,1350,67.8,14,12,85.7
18,11,2014-15,Ethnicity,Asian,3039,461,2578,84.8,19,8,42.1
18,11,2014-15,Ethnicity,Black,134619,17338,117281,87.1,869,341,39.2
18,11,2014-15,Ethnicity,Hispanic,16663,3415,13248,79.5,105,62,59.0
18,11,2014-15,Ethnicity,Other,1461,162,1299,88.9,11,6,54.5
18,11,2014-15,Ethnicity,White,2694,637,2057,76.4,17,12,70.6
18,11,2015-16,Ethnicity,Asian,1875,267,1608,85.8,12,7,58.3
18,11,2015-16,Ethnicity,Black,135577,16675,118902,87.7,872,319,36.6
18,11,2015-16,Ethnicity,Hispanic,11135,1995,9140,82.1,74,38,51.4
18,11,2015-16,Ethnicity,Other,3585,286,3299,92.0,23,8,34.8
18,11,2015-16,Ethnicity,White,2355,542,1813,77.0,15,9,60.0
18,11,2016-17,Ethnicity,Asian,1981,187,1794,90.6,13,3,23.1
18,11,2016-17,Ethnicity,Black,136428,19196,117232,85.9,904,359,39.7
18,11,2016-17,Ethnicity,Hispanic,14125,2781,11344,80.3,93,54,58.1
18,11,2016-17,Ethnicity,Other,2771,459,2312,83.4,17,6,35.3
18,11,2016-17,Ethnicity,White,2896,378,2518,86.9,18,7,38.9
18,11,2017-18,Ethnicity,Asian,2949,383,2566,87.0,20,7,35.0
18,11,2017-18,Ethnicity,Black,123173,15959,107214,87.0,819,329,40.2
18,11,2017-18,Ethnicity,Hispanic,14042,2863,11179,79.6,93,52,55.9
18,11,2017-18,Ethnicity,Other,2470,275,2195,88.9,17,8,47.1
18,11,2017-18,Ethnicity,White,3877,663,3214,82.9,26,17,65.4
18,11,2018-19,Ethnicity,Asian,2782,629,2153,77.4,19,10,52.6
18,11,2018-19,Ethnicity,Black,128166,18794,109372,85.3,839,398,47.4
18,11,2018-19,Ethnicity,Hispanic,14734,2865,11869,80.6,99,61,61.6
18,11,2018-19,Ethnicity,Other,1781,303,1478,83.0,12,6,50.0
18,11,2018-19,Ethnicity,White,4938,1142,3796,76.9,32,24,75.0
18,12,2013-14,Ethnicity,Asian,1555,150,1405,90.4,11,5,45.5
18,12,2013-14,Ethnicity,Black,135386,22504,112882,83.4,876,442,50.5
18,12,2013-14,Ethnicity,Hispanic,11298,2555,8743,77.4,77,54,70.1
18,12,2013-14,Ethnicity,Other,1727,185,1542,89.3,12,4,33.3
18,12,2013-14,Ethnicity,White,1528,360,1168,76.4,10,5,50.0
18,12,2014-15,Ethnicity,Asian,1523,206,1317,86.5,9,5,55.6
18,12,2014-15,Ethnicity,Black,136612,20456,116156,85.0,898,429,47.8
18,12,2014-15,Ethnicity,Hispanic,13844,2592,11252,81.3,91,48,52.7
18,12,2014-15,Ethnicity,Other,1498,382,1116,74.5,11,6,54.5
18,12,2014-15,Ethnicity,White,994,249,745,74.9,6,3,50.0
18,12,2015-16,Ethnicity,Asian,2618,424,2194,83.8,18,9,50.0
18,12,2015-16,Ethnicity,Black,141429,24681,116748,82.5,920,469,51.0
18,12,2015-16,Ethnicity,Hispanic,17123,4280,12843,75.0,114,76,66.7
18,12,2015-16,Ethnicity,Other,2084,836,1248,59.9,16,13,81.3
18,12,2015-16,Ethnicity,White,2347,505,1842,78.5,15,9,60.0
18,12,2016-17,Ethnicity,Asian,1620,203,1417,87.5,10,7,70.0
18,12,2016-17,Ethnicity,Black,156557,27934,128623,82.2,1032,553,53.6
18,12,2016-17,Ethnicity,Hispanic,13277,3252,10025,75.5,93,70,75.3
18,12,2016-17,Ethnicity,Other,4348,1102,3246,74.7,32,19,59.4
18,12,2016-17,Ethnicity,White,2111,578,1533,72.6,15,10,66.7
18,12,2017-18,Ethnicity,Asian,2117,153,1964,92.8,14,3,21.4
18,12,2017-18,Ethnicity,Black,151051,26895,124156,82.2,983,552,56.2
18,12,2017-18,Ethnicity,Hispanic,15486,3634,11852,76.5,104,75,72.1
18,12,2017-18,Ethnicity,Other,3015,632,2383,79.0,24,16,66.7
18,12,2017-18,Ethnicity,White,3744,870,2874,76.8,26,19,73.1
18,12,2018-19,Ethnicity,Asian,3101,559,2542,82.0,20,11,55.0
18,12,2018-19,Ethnicity,Black,149320,26041,123279,82.6,983,546,55.5
18,12,2018-19,Ethnicity,Hispanic,14611,3290,11321,77.5,100,75,75.0
18,12,2018-19,Ethnicity,Other,2175,297,1878,86.3,14,6,42.9
18,12,2018-19,Ethnicity,White,5922,1133,4789,80.9,37,25,67.6
19,All Grades,2013-14,Ethnicity,Asian,267976,21299,246677,92.1,1578,379,24.0
19,All Grades,2013-14,Ethnicity,Black,2020573,233474,1787099,88.4,12312,4860,39.5
19,All Grades,2013-14,Ethnicity,Hispanic,1684140,197610,1486530,88.3,10172,4072,40.0
19,All Grades,2013-14,Ethnicity,Other,47857,4443,43414,90.7,288,93,32.3
19,All Grades,2013-14,Ethnicity,White,54373,6804,47569,87.5,343,150,43.7
19,All Grades,2014-15,Ethnicity,Asian,278123,21165,256958,92.4,1630,379,23.3
19,All Grades,2014-15,Ethnicity,Black,1927096,222175,1704921,88.5,11587,4476,38.6
19,All Grades,2014-15,Ethnicity,Hispanic,1687271,181501,1505770,89.2,10057,3739,37.2
19,All Grades,2014-15,Ethnicity,Other,55815,5073,50742,90.9,337,103,30.6
19,All Grades,2014-15,Ethnicity,White,56120,6347,49773,88.7,351,135,38.5
19,All Grades,2015-16,Ethnicity,Asian,280937,19498,261439,93.1,1702,399,23.4
19,All Grades,2015-16,Ethnicity,Black,1827536,197448,1630088,89.2,11208,4048,36.1
19,All Grades,2015-16,Ethnicity,Hispanic,1664179,162090,1502089,90.3,10067,3348,33.3
19,All Grades,2015-16,Ethnicity,Other,63144,5486,57658,91.3,392,103,26.3
19,All Grades,2015-16,Ethnicity,White,59454,6362,53092,89.3,373,133,35.7
19,All Grades,2016-17,Ethnicity,Asian,289147,22238,266909,92.3,1761,487,27.7
19,All Grades,2016-17,Ethnicity,Black,1695848,188682,1507166,88.9,10531,3984,37.8
19,All Grades,2016-17,Ethnicity,Hispanic,1628736,163894,1464842,89.9,10013,3525,35.2
19,All Grades,2016-17,Ethnicity,Other,69372,5679,63693,91.8,440,123,28.0
19,All Grades,2016-17,Ethnicity,White,64944,6876,58068,89.4,413,151,36.6
19,All Grades,2017-18,Ethnicity,Asian,295559,24217,271342,91.8,1775,532,30.0
19,All Grades,2017-18,Ethnicity,Black,1611920,190046,1421874,88.2,9980,4146,41.5
19,All Grades,2017-18,Ethnicity,Hispanic,1645969,171125,1474844,89.6,10081,3847,38.2
19,All Grades,2017-18,Ethnicity,Other,75508,6889,68619,90.9,457,153,33.5
19,All Grades,2017-18,Ethnicity,White,69969,7900,62069,88.7,436,186,42.7
19,All Grades,2018-19,Ethnicity,Asian,292437,24952,267485,91.5,1753,532,30.3
19,All Grades,2018-19,Ethnicity,Black,1529736,183266,1346470,88.0,9400,3960,42.1
19,All Grades,2018-19,Ethnicity,Hispanic,1647480,171450,1476030,89.6,9970,3704,37.2
19,All Grades,2018-19,Ethnicity,Other,72989,7542,65447,89.7,455,179,39.3
19,All Grades,2018-19,Ethnicity,White,72626,8270,64356,88.6,455,182,40.0
19,PK in K-12 Schools,2013-14,Ethnicity,Asian,14178,2048,12130,85.6,86,54,62.8
19,PK in K-12 Schools,2013-14,Ethnicity,Black,70340,9865,60475,86.0,440,267,60.7
19,PK in K-12 Schools,2013-14,Ethnicity,Hispanic,52698,7133,45565,86.5,326,204,62.6
19,PK in K-12 Schools,2013-14,Ethnicity,Other,1038,109,929,89.5,6,3,50.0
19,PK in K-12 Schools,2013-14,Ethnicity,White,1332,186,1146,86.0,8,6,75.0
19,PK in K-12 Schools,2014-15,Ethnicity,Asian,15193,1927,13266,87.3,88,49,55.7
19,PK in K-12 Schools,2014-15,Ethnicity,Black,79802,10057,69745,87.4,495,253,51.1
19,PK in K-12 Schools,2014-15,Ethnicity,Hispanic,61124,7911,53213,87.1,381,208,54.6
19,PK in K-12 Schools,2014-15,Ethnicity,Other,3077,358,2719,88.4,18,9,50.0
19,PK in K-12 Schools,2014-15,Ethnicity,White,3409,415,2994,87.8,22,13,59.1
19,PK in K-12 Schools,2015-16,Ethnicity,Asian,15644,2056,13588,86.9,97,51,52.6
19,PK in K-12 Schools,2015-16,Ethnicity,Black,69843,8469,61374,87.9,441,228,51.7
19,PK in K-12 Schools,2015-16,Ethnicity,Hispanic,59134,6899,52235,88.3,363,184,50.7
19,PK in K-12 Schools,2015-16,Ethnicity,Other,2516,408,2108,83.8,16,9,56.3
19,PK in K-12 Schools,2015-16,Ethnicity,White,2454,333,2121,86.4,16,8,50.0
19,PK in K-12 Schools,2016-17,Ethnicity,Asian,16497,2296,14201,86.1,101,60,59.4
19,PK in K-12 Schools,2016-17,Ethnicity,Black,63832,7563,56269,88.2,408,204,50.0
19,PK in K-12 Schools,2016-17,Ethnicity,Hispanic,56557,6419,50138,88.7,355,170,47.9
19,PK in K-12 Schools,2016-17,Ethnicity,Other,3904,316,3588,91.9,24,8,33.3
19,PK in K-12 Schools,2016-17,Ethnicity,White,2971,430,2541,85.5,20,12,60.0
19,PK in K-12 Schools,2017-18,Ethnicity,Asian,14998,1931,13067,87.1,91,49,53.8
19,PK in K-12 Schools,2017-18,Ethnicity,Black,57652,7832,49820,86.4,368,216,58.7
19,PK in K-12 Schools,2017-18,Ethnicity,Hispanic,58787,7460,51327,87.3,368,208,56.5
19,PK in K-12 Schools,2017-18,Ethnicity,Other,3253,292,2961,91.0,20,8,40.0
19,PK in K-12 Schools,2017-18,Ethnicity,White,3130,449,2681,85.7,19,14,73.7
19,PK in K-12 Schools,2018-19,Ethnicity,Asian,14634,2253,12381,84.6,89,58,65.2
19,PK in K-12 Schools,2018-19,Ethnicity,Black,60276,8695,51581,85.6,381,227,59.6
19,PK in K-12 Schools,2018-19,Ethnicity,Hispanic,59100,7727,51373,86.9,372,204,54.8
19,PK in K-12 Schools,2018-19,Ethnicity,Other,3002,265,2737,91.2,18,7,38.9
19,PK in K-12 Schools,2018-19,Ethnicity,White,2277,250,2027,89.0,15,8,53.3
19,0K,2013-14,Ethnicity,Asian,25605,2459,23146,90.4,151,49,32.5
19,0K,2013-14,Ethnicity,Black,145000,17244,127756,88.1,899,438,48.7
19,0K,2013-14,Ethnicity,Hispanic,156743,17304,139439,89.0,947,426,45.0
19,0K,2013-14,Ethnicity,Other,5133,562,4571,89.1,32,13,40.6
19,0K,2013-14,Ethnicity,White,4305,467,3838,89.2,25,10,40.0
19,0K,2014-15,Ethnicity,Asian,26503,2457,24046,90.7,156,47,30.1
19,0K,2014-15,Ethnicity,Black,132469,16340,116129,87.7,808,407,50.4
19,0K,2014-15,Ethnicity,Hispanic,148187,15557,132630,89.5,884,397,44.9
19,0K,2014-15,Ethnicity,Other,5371,519,4852,90.3,32,11,34.4
19,0K,2014-15,Ethnicity,White,3791,385,3406,89.8,25,10,40.0
19,0K,2015-16,Ethnicity,Asian,29382,2692,26690,90.8,176,60,34.1
19,0K,2015-16,Ethnicity,Black,131084,13785,117299,89.5,809,336,41.5
19,0K,2015-16,Ethnicity,Hispanic,159946,15747,144199,90.2,976,401,41.1
19,0K,2015-16,Ethnicity,Other,7243,805,6438,88.9,44,19,43.2
19,0K,2015-16,Ethnicity,White,6297,695,5602,89.0,38,15,39.5
19,0K,2016-17,Ethnicity,Asian,31856,2891,28965,90.9,189,67,35.4
19,0K,2016-17,Ethnicity,Black,118387,12983,105404,89.0,750,339,45.2
19,0K,2016-17,Ethnicity,Hispanic,140513,14880,125633,89.4,871,377,43.3
19,0K,2016-17,Ethnicity,Other,6725,625,6100,90.7,43,14,32.6
19,0K,2016-17,Ethnicity,White,5029,631,4398,87.5,34,14,41.2
19,0K,2017-18,Ethnicity,Asian,34788,3356,31432,90.4,209,83,39.7
19,0K,2017-18,Ethnicity,Black,104399,12332,92067,88.2,653,328,50.2
19,0K,2017-18,Ethnicity,Hispanic,142036,14873,127163,89.5,875,390,44.6
19,0K,2017-18,Ethnicity,Other,8330,849,7481,89.8,49,21,42.9
19,0K,2017-18,Ethnicity,White,6740,871,5869,87.1,42,23,54.8
19,0K,2018-19,Ethnicity,Asian,31836,3089,28747,90.3,189,75,39.7
19,0K,2018-19,Ethnicity,Black,91439,11895,79544,87.0,573,311,54.3
19,0K,2018-19,Ethnicity,Hispanic,128806,14251,114555,88.9,791,366,46.3
19,0K,2018-19,Ethnicity,Other,5442,592,4850,89.1,34,16,47.1
19,0K,2018-19,Ethnicity,White,7106,842,6264,88.2,44,19,43.2
19,1,2013-14,Ethnicity,Asian,30893,2275,28618,92.6,179,40,22.3
19,1,2013-14,Ethnicity,Black,172129,18570,153559,89.2,1047,445,42.5
19,1,2013-14,Ethnicity,Hispanic,156149,14945,141204,90.4,944,358,37.9
19,1,2013-14,Ethnicity,Other,5722,526,5196,90.8,33,12,36.4
19,1,2013-14,Ethnicity,White,6603,544,6059,91.8,39,12,30.8
19,1,2014-15,Ethnicity,Asian,27619,1897,25722,93.1,157,32,20.4
19,1,2014-15,Ethnicity,Black,142516,15288,127228,89.3,869,378,43.5
19,1,2014-15,Ethnicity,Hispanic,165007,15143,149864,90.8,968,361,37.3
19,1,2014-15,Ethnicity,Other,4993,384,4609,92.3,29,10,34.5
19,1,2014-15,Ethnicity,White,5185,437,4748,91.6,32,9,28.1
19,1,2015-16,Ethnicity,Asian,27273,2050,25223,92.5,166,42,25.3
19,1,2015-16,Ethnicity,Black,137302,13946,123356,89.8,854,346,40.5
19,1,2015-16,Ethnicity,Hispanic,158257,13824,144433,91.3,957,335,35.0
19,1,2015-16,Ethnicity,Other,5823,428,5395,92.6,34,9,26.5
19,1,2015-16,Ethnicity,White,4617,393,4224,91.5,28,9,32.1
19,1,2016-17,Ethnicity,Asian,28689,2192,26497,92.4,170,49,28.8
19,1,2016-17,Ethnicity,Black,123307,11816,111491,90.4,776,302,38.9
19,1,2016-17,Ethnicity,Hispanic,157712,14189,143523,91.0,965,339,35.1
19,1,2016-17,Ethnicity,Other,7430,642,6788,91.4,47,18,38.3
19,1,2016-17,Ethnicity,White,5985,546,5439,90.9,36,15,41.7
19,1,2017-18,Ethnicity,Asian,32611,2682,29929,91.8,194,71,36.6
19,1,2017-18,Ethnicity,Black,115105,12671,102434,89.0,710,324,45.6
19,1,2017-18,Ethnicity,Hispanic,141072,13389,127683,90.5,849,323,38.0
19,1,2017-18,Ethnicity,Other,6169,658,5511,89.3,37,16,43.2
19,1,2017-18,Ethnicity,White,4636,430,4206,90.7,29,9,31.0
19,1,2018-19,Ethnicity,Asian,34163,2766,31397,91.9,202,61,30.2
19,1,2018-19,Ethnicity,Black,102421,11128,91293,89.1,626,282,45.0
19,1,2018-19,Ethnicity,Hispanic,136585,13167,123418,90.4,816,323,39.6
19,1,2018-19,Ethnicity,Other,7771,767,7004,90.1,46,20,43.5
19,1,2018-19,Ethnicity,White,5874,604,5270,89.7,37,18,48.6
19,2,2013-14,Ethnicity,Asian,27370,1948,25422,92.9,163,38,23.3
19,2,2013-14,Ethnicity,Black,158430,15523,142907,90.2,962,374,38.9
19,2,2013-14,Ethnicity,Hispanic,159319,14145,145174,91.1,953,324,34.0
19,2,2013-14,Ethnicity,Other,3911,238,3673,93.9,23,5,21.7
19,2,2013-14,Ethnicity,White,6719,597,6122,91.1,39,13,33.3
19,2,2014-15,Ethnicity,Asian,31696,1957,29739,93.8,188,33,17.6
19,2,2014-15,Ethnicity,Black,162707,15358,147349,90.6,959,349,36.4
19,2,2014-15,Ethnicity,Hispanic,154823,13089,141734,91.5,901,279,31.0
19,2,2014-15,Ethnicity,Other,5356,328,5028,93.9,31,8,25.8
19,2,2014-15,Ethnicity,White,6320,431,5889,93.2,38,9,23.7
19,2,2015-16,Ethnicity,Asian,29815,1651,28164,94.5,176,35,19.9
19,2,2015-16,Ethnicity,Black,142180,12077,130103,91.5,864,290,33.6
19,2,2015-16,Ethnicity,Hispanic,154571,11423,143148,92.6,919,252,27.4
19,2,2015-16,Ethnicity,Other,4891,334,4557,93.2,29,6,20.7
19,2,2015-16,Ethnicity,White,5286,511,4775,90.3,30,9,30.0
19,2,2016-17,Ethnicity,Asian,27581,1836,25745,93.3,165,36,21.8
19,2,2016-17,Ethnicity,Black,128178,12460,115718,90.3,792,319,40.3
19,2,2016-17,Ethnicity,Hispanic,150949,13041,137908,91.4,914,289,31.6
19,2,2016-17,Ethnicity,Other,4937,372,4565,92.5,31,8,25.8
19,2,2016-17,Ethnicity,White,5032,640,4392,87.3,34,20,58.8
19,2,2017-18,Ethnicity,Asian,27967,1991,25976,92.9,164,43,26.2
19,2,2017-18,Ethnicity,Black,118909,11988,106921,89.9,730,302,41.4
19,2,2017-18,Ethnicity,Hispanic,152753,13611,139142,91.1,929,338,36.4
19,2,2017-18,Ethnicity,Other,6650,529,6121,92.0,41,14,34.1
19,2,2017-18,Ethnicity,White,5332,495,4837,90.7,34,14,41.2
19,2,2018-19,Ethnicity,Asian,31785,2369,29416,92.5,187,48,25.7
19,2,2018-19,Ethnicity,Black,106914,11031,95883,89.7,659,293,44.5
19,2,2018-19,Ethnicity,Hispanic,136315,12500,123815,90.8,811,294,36.3
19,2,2018-19,Ethnicity,Other,6858,746,6112,89.1,45,21,46.7
19,2,2018-19,Ethnicity,White,4808,402,4406,91.6,29,9,31.0
19,3,2013-14,Ethnicity,Asian,31106,1821,29285,94.1,182,26,14.3
19,3,2013-14,Ethnicity,Black,168379,14039,154340,91.7,1001,310,31.0
19,3,2013-14,Ethnicity,Hispanic,149349,12121,137228,91.9,871,258,29.6
19,3,2013-14,Ethnicity,Other,3990,369,3621,90.8,23,9,39.1
19,3,2013-14,Ethnicity,White,4394,416,3978,90.5,26,9,34.6
19,3,2014-15,Ethnicity,Asian,28974,1931,27043,93.3,170,33,19.4
19,3,2014-15,Ethnicity,Black,146052,12503,133549,91.4,861,281,32.6
19,3,2014-15,Ethnicity,Hispanic,156016,11771,144245,92.5,903,246,27.2
19,3,2014-15,Ethnicity,Other,5537,448,5089,91.9,35,11,31.4
19,3,2014-15,Ethnicity,White,6973,470,6503,93.3,40,10,25.0
19,3,2015-16,Ethnicity,Asian,31840,1613,30227,94.9,190,29,15.3
19,3,2015-16,Ethnicity,Black,156714,12598,144116,92.0,944,283,30.0
19,3,2015-16,Ethnicity,Hispanic,146450,9913,136537,93.2,873,201,23.0
19,3,2015-16,Ethnicity,Other,4851,222,4629,95.4,28,1,3.6
19,3,2015-16,Ethnicity,White,6106,385,5721,93.7,39,7,17.9
19,3,2016-17,Ethnicity,Asian,30659,1724,28935,94.4,185,34,18.4
19,3,2016-17,Ethnicity,Black,134535,10901,123634,91.9,816,262,32.1
19,3,2016-17,Ethnicity,Hispanic,149157,10589,138568,92.9,892,226,25.3
19,3,2016-17,Ethnicity,Other,4286,210,4076,95.1,26,4,15.4
19,3,2016-17,Ethnicity,White,4820,311,4509,93.5,29,4,13.8
19,3,2017-18,Ethnicity,Asian,26651,1790,24861,93.3,159,35,22.0
19,3,2017-18,Ethnicity,Black,121795,12156,109639,90.0,747,310,41.5
19,3,2017-18,Ethnicity,Hispanic,145375,12349,133026,91.5,881,301,34.2
19,3,2017-18,Ethnicity,Other,5376,430,4946,92.0,31,10,32.3
19,3,2017-18,Ethnicity,White,6743,682,6061,89.9,43,25,58.1
19,3,2018-19,Ethnicity,Asian,25447,1724,23723,93.2,152,32,21.1
19,3,2018-19,Ethnicity,Black,115750,11088,104662,90.4,695,281,40.4
19,3,2018-19,Ethnicity,Hispanic,149200,12553,136647,91.6,877,274,31.2
19,3,2018-19,Ethnicity,Other,5345,489,4856,90.9,32,16,50.0
19,3,2018-19,Ethnicity,White,5617,554,5063,90.1,33,13,39.4
19,4,2013-14,Ethnicity,Asian,30312,1570,28742,94.8,176,21,11.9
19,4,2013-14,Ethnicity,Black,156663,13401,143262,91.4,921,288,31.3
19,4,2013-14,Ethnicity,Hispanic,145023,11830,133193,91.8,840,241,28.7
19,4,2013-14,Ethnicity,Other,3859,255,3604,93.4,23,5,21.7
19,4,2013-14,Ethnicity,White,3928,445,3483,88.7,24,11,45.8
19,4,2014-15,Ethnicity,Asian,31029,1345,29684,95.7,180,20,11.1
19,4,2014-15,Ethnicity,Black,160307,11863,148444,92.6,931,247,26.5
19,4,2014-15,Ethnicity,Hispanic,147754,10915,136839,92.6,860,237,27.6
19,4,2014-15,Ethnicity,Other,4301,327,3974,92.4,24,5,20.8
19,4,2014-15,Ethnicity,White,4043,296,3747,92.7,23,6,26.1
19,4,2015-16,Ethnicity,Asian,29400,1284,28116,95.6,175,27,15.4
19,4,2015-16,Ethnicity,Black,142370,10992,131378,92.3,846,257,30.4
19,4,2015-16,Ethnicity,Hispanic,155325,10855,144470,93.0,911,229,25.1
19,4,2015-16,Ethnicity,Other,5676,402,5274,92.9,33,9,27.3
19,4,2015-16,Ethnicity,White,7618,443,7175,94.2,45,10,22.2
19,4,2016-17,Ethnicity,Asian,31513,1730,29783,94.5,192,31,16.1
19,4,2016-17,Ethnicity,Black,144968,11697,133271,91.9,868,261,30.1
19,4,2016-17,Ethnicity,Hispanic,142703,10451,132252,92.7,860,216,25.1
19,4,2016-17,Ethnicity,Other,5168,324,4844,93.7,31,5,16.1
19,4,2016-17,Ethnicity,White,6501,400,6101,93.8,41,8,19.5
19,4,2017-18,Ethnicity,Asian,30724,1851,28873,94.0,179,34,19.0
19,4,2017-18,Ethnicity,Black,134973,11988,122985,91.1,813,288,35.4
19,4,2017-18,Ethnicity,Hispanic,151377,11670,139707,92.3,899,255,28.4
19,4,2017-18,Ethnicity,Other,4310,269,4041,93.8,25,7,28.0
19,4,2017-18,Ethnicity,White,4663,317,4346,93.2,29,7,24.1
19,4,2018-19,Ethnicity,Asian,25919,1638,24281,93.7,151,28,18.5
19,4,2018-19,Ethnicity,Black,116180,11160,105020,90.4,701,271,38.7
19,4,2018-19,Ethnicity,Hispanic,143360,11999,131361,91.6,850,284,33.4
19,4,2018-19,Ethnicity,Other,4551,368,4183,91.9,27,7,25.9
19,4,2018-19,Ethnicity,White,6463,528,5935,91.8,40,13,32.5
19,5,2013-14,Ethnicity,Asian,27265,1457,25808,94.7,159,18,11.3
19,5,2013-14,Ethnicity,Black,150012,11986,138026,92.0,888,261,29.4
19,5,2013-14,Ethnicity,Hispanic,138776,11494,127282,91.7,809,235,29.0
19,5,2013-14,Ethnicity,Other,5452,365,5087,93.3,32,9,28.1
19,5,2013-14,Ethnicity,White,3830,358,3472,90.7,26,12,46.2
19,5,2014-15,Ethnicity,Asian,31272,1455,29817,95.3,178,24,13.5
19,5,2014-15,Ethnicity,Black,135379,10946,124433,91.9,787,218,27.7
19,5,2014-15,Ethnicity,Hispanic,145263,10770,134493,92.6,840,219,26.1
19,5,2014-15,Ethnicity,Other,3196,165,3031,94.8,19,2,10.5
19,5,2014-15,Ethnicity,White,4199,376,3823,91.0,24,8,33.3
19,5,2015-16,Ethnicity,Asian,31195,1393,29802,95.5,184,26,14.1
19,5,2015-16,Ethnicity,Black,148869,9969,138900,93.3,880,216,24.5
19,5,2015-16,Ethnicity,Hispanic,146274,9652,136622,93.4,850,206,24.2
19,5,2015-16,Ethnicity,Other,4847,312,4535,93.6,31,4,12.9
19,5,2015-16,Ethnicity,White,4297,358,3939,91.7,29,8,27.6
19,5,2016-17,Ethnicity,Asian,28456,1526,26930,94.6,170,32,18.8
